entry_number,inci_name,normalized_inci_name,recognition_source,source_document,source_eli,extracted_from_pdf
32,(BIDENS TRIPARTITA FLOWER/LEAF/STEM)/PERILLA FRUTESCENS LEAF/PRUNELLA VULGARIS EXTRACT,(BIDENS TRIPARTITA FLOWER/LEAF/STEM)/PERILLA FRUTESCENS LEAF/PRUNELLA VULGARIS EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
33,(BIFIDOBACTERIUM LYSATE & POLOXAMER 407) EXTRACT,(BIFIDOBACTERIUM LYSATE & POLOXAMER 407) EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
34,(BIFIDOBACTERIUM/POLYSORBATE 80 FERMENT + LACTOBACILLUS/POLYSORBATE 80 FERMENT) LYSATE FILTRATE,(BIFIDOBACTERIUM/POLYSORBATE 80 FERMENT + LACTOBACILLUS/POLYSORBATE 80 FERMENT) LYSATE FILTRATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
35,(BROCCOLI/CABBAGE/ERUCA SATIVA/RADISH) SPROUT/MORINGA OLEIFERA LEAF EXTRACT,(BROCCOLI/CABBAGE/ERUCA SATIVA/RADISH) SPROUT/MORINGA OLEIFERA LEAF EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
36,(BROCCOLI/ERUCA SATIVA/LEPIDIUM SATIVUM/NASTURTIUM OFFICINALE/RADISH) SPROUT EXTRACT,(BROCCOLI/ERUCA SATIVA/LEPIDIUM SATIVUM/NASTURTIUM OFFICINALE/RADISH) SPROUT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
37,(CALENDULA OFFICINALIS/SAFFLOWER FLOWER)/(ACHILLEA MILLEFOLIUM FLOWER/LEAF/STEM)/(VACCINIUM MYRTILLUS/VITEX AGNUS-CASTUS FRUIT)/RHUS CHINENSIS GALL/WALNUT HUSK/(CAMELLIA SINENSIS/NETTLE LEAF)/(JUNIPERUS COMMUNIS LEAF/STEM)/HORSE CHESTNUT NUT/DICHROA FEBRIFUGA ROOT/GRAPE SEED/ACACIA CATECHU WOOD/GOLDENROD/HYPERICUM PERFORATUM EXTRACT,(CALENDULA OFFICINALIS/SAFFLOWER FLOWER)/(ACHILLEA MILLEFOLIUM FLOWER/LEAF/STEM)/(VACCINIUM MYRTILLUS/VITEX AGNUS-CASTUS FRUIT)/RHUS CHINENSIS GALL/WALNUT HUSK/(CAMELLIA SINENSIS/NETTLE LEAF)/(JUNIPERUS COMMUNIS LEAF/STEM)/HORSE CHESTNUT NUT/DICHROA FEBRIFUGA ROOT/GRAPE SEED/ACACIA CATECHU WOOD/GOLDENROD/HYPERICUM PERFORATUM EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
38,(CAMELLIA JAPONICA/PRUNUS MUME/SAFFLOWER FLOWER)/(ARONIA ARBUTIFOLIA/BLUEBERRY/CRANBERRY/EUTERPE OLERACEA FRUIT)/CAMELLIA SINENSIS LEAF/GARCINIA MANGOSTANA PEEL/COFFEE SEED/PROPOLIS/WINE EXTRACT,(CAMELLIA JAPONICA/PRUNUS MUME/SAFFLOWER FLOWER)/(ARONIA ARBUTIFOLIA/BLUEBERRY/CRANBERRY/EUTERPE OLERACEA FRUIT)/CAMELLIA SINENSIS LEAF/GARCINIA MANGOSTANA PEEL/COFFEE SEED/PROPOLIS/WINE EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
39,(CAMELLIA SINENSIS LEAF/COIX LACRYMA-JOBI MA-YUEN SEED/MORUS ALBA BARK/PANAX GINSENG ROOT/SALVIA OFFICINALIS) EXTRACT,(CAMELLIA SINENSIS LEAF/COIX LACRYMA-JOBI MA-YUEN SEED/MORUS ALBA BARK/PANAX GINSENG ROOT/SALVIA OFFICINALIS) EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
40,(CAMPHOR/CEDRUS LIBANI/SALVADORA PERSICA BARK)/(GARLIC/ONION BULB)/(DATE/GOURD/GRAPE/LENTIL/OLIVE/PUNICA GRANATUM FRUIT)/(FIG FRUIT/LEAF)/ACACIA SEYAL GUM/(BASIL/ZIZIPHUS SPINA-CHRISTI LEAF)/GINGER ROOT/PUNICA GRANATUM PERICARP/BRASSICA NIGRA SEED/(ONION SKIN)/CUCUMBER EXTRACT,(CAMPHOR/CEDRUS LIBANI/SALVADORA PERSICA BARK)/(GARLIC/ONION BULB)/(DATE/GOURD/GRAPE/LENTIL/OLIVE/PUNICA GRANATUM FRUIT)/(FIG FRUIT/LEAF)/ACACIA SEYAL GUM/(BASIL/ZIZIPHUS SPINA-CHRISTI LEAF)/GINGER ROOT/PUNICA GRANATUM PERICARP/BRASSICA NIGRA SEED/(ONION SKIN)/CUCUMBER EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
41,(CANANGA ODORATA FLOWER/LEAF)/GANODERMA LUCIDUM FRUITING BODY/(CORCHORUS OLITORIUS/HENNA/MELIA AZADIRACHTA/MORUS ALBA/MUNTINGIA CALABURA/PSIDIUM GUAJAVA/TAMARINDUS INDICA LEAF)/(CITRUS HYSTRIX LEAF/PEEL)/(CITRONELLA/CYMBOPOGON SCHOENANTHUS/OCIMUM TENUIFLORUM LEAF/STEM)/(ALPINIA GALANGA/BOESENBERGIA ROTUNDA/GINGER/TURMERIC RHIZOME)/ZINGIBER CASSUMUNAR ROOT EXTRACT,(CANANGA ODORATA FLOWER/LEAF)/GANODERMA LUCIDUM FRUITING BODY/(CORCHORUS OLITORIUS/HENNA/MELIA AZADIRACHTA/MORUS ALBA/MUNTINGIA CALABURA/PSIDIUM GUAJAVA/TAMARINDUS INDICA LEAF)/(CITRUS HYSTRIX LEAF/PEEL)/(CITRONELLA/CYMBOPOGON SCHOENANTHUS/OCIMUM TENUIFLORUM LEAF/STEM)/(ALPINIA GALANGA/BOESENBERGIA ROTUNDA/GINGER/TURMERIC RHIZOME)/ZINGIBER CASSUMUNAR ROOT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
42,(CARTHAMUS TINCTORIUS/CHAMOMILLA RECUTITA/SYZYGIUM AROMATICUM) FLOWER/(LITHOSPERMUM ERYTHRORHIZON/SOPHORA FLAVESCENS/SCUTELLARIA BAICALENSIS) ROOT EXTRACT,(CARTHAMUS TINCTORIUS/CHAMOMILLA RECUTITA/SYZYGIUM AROMATICUM) FLOWER/(LITHOSPERMUM ERYTHRORHIZON/SOPHORA FLAVESCENS/SCUTELLARIA BAICALENSIS) ROOT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
43,(CHAENOMELES SPECIOSA FRUIT/LEAF/ROOT/TWIG)/CROCUS SATIVUS FLOWER/CUSCUTA CHINENSIS SEED/LILIUM BROWNII BULB/LONICERA JAPONICA BUD/(MORUS ALBA FRUIT/LEAF/ROOT/TWIG)/(GASTRODIA ELATA/PLATYCLADUS ORIENTALIS/REHMANNIA GLUTINOSA TUBER)/SCUTELLARIA BARBATA/SESAMUM INDICUM SEED/VITIS VINIFERA FRUIT EXTRACT,(CHAENOMELES SPECIOSA FRUIT/LEAF/ROOT/TWIG)/CROCUS SATIVUS FLOWER/CUSCUTA CHINENSIS SEED/LILIUM BROWNII BULB/LONICERA JAPONICA BUD/(MORUS ALBA FRUIT/LEAF/ROOT/TWIG)/(GASTRODIA ELATA/PLATYCLADUS ORIENTALIS/REHMANNIA GLUTINOSA TUBER)/SCUTELLARIA BARBATA/SESAMUM INDICUM SEED/VITIS VINIFERA FRUIT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
44,(CINNAMOMUM CASSIA/MAGNOLIA OFFICINALIS) BARK/(ALPINIA OFFICINARUM/ANGELICA GIGAS) ROOT EXTRACT,(CINNAMOMUM CASSIA/MAGNOLIA OFFICINALIS) BARK/(ALPINIA OFFICINARUM/ANGELICA GIGAS) ROOT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
45,(CITRUS AURANTIUM AMARA/FORSYTHIA SUSPENSA) FRUIT/SCUTELLARIA BAICALENSIS ROOT EXTRACT,(CITRUS AURANTIUM AMARA/FORSYTHIA SUSPENSA) FRUIT/SCUTELLARIA BAICALENSIS ROOT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
46,(CITRUS RETICULATA FRUIT JUICE/MALUS DOMESTICA FRUIT JUICE/CARICA PAPAYA FRUIT JUICE) VESICLES,(CITRUS RETICULATA FRUIT JUICE/MALUS DOMESTICA FRUIT JUICE/CARICA PAPAYA FRUIT JUICE) VESICLES,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
47,(CNIDIUM OFFICINALE/COPTIS CHINENSIS/GLYCYRRHIZA URALENSIS) ROOT EXTRACT,(CNIDIUM OFFICINALE/COPTIS CHINENSIS/GLYCYRRHIZA URALENSIS) ROOT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
48,(CODONOPSIS TANGSHEN/DIOSCOREA JAPONICA) ROOT/ATRACTYLODES JAPONICA RHIZOME/PORIA COCOS/(DOLICHOS LABLAB/COIX LACRYMA-JOBI MA-YUEN/EURYALE FEROX/NELUMBO NUCIFERA) SEED EXTRACT,(CODONOPSIS TANGSHEN/DIOSCOREA JAPONICA) ROOT/ATRACTYLODES JAPONICA RHIZOME/PORIA COCOS/(DOLICHOS LABLAB/COIX LACRYMA-JOBI MA-YUEN/EURYALE FEROX/NELUMBO NUCIFERA) SEED EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
49,(CORNUS OFFICINALIS/LYCIUM CHINENSE/MORUS BOMBYCIS/RICE/SCHISANDRA CHINENSIS/ZIZYPHUS JUJUBA) FRUIT/(CAMELLIA SINENSIS/DIOSPYROS KAKI/GINKGO BILOBA/PERILLA FRUTESCENS) LEAF/CITRUS UNSHIU PEEL/(CODONOPSIS LANCEOLATA/CYNANCHUM WILFORDII/PANAX GINSENG/PLATYCODON GRANDIFLORUM/PLEUROPTERUS MULTIFLORUS/POLYGONATUM ODORATUM) ROOT/GLYCINE MAX SEED/(ELEUTHEROCOCCUS SENTICOSUS/LICORICE) STEM/(ARTEMISIA ANNUA/HOUTTUYNIA CORDATA) STEM/LEAF/CIRSIUM JAPONICUM/DANDELION/LAMINARIA DIGITATA/TARAXACUM PLATYCARPUM WATER,(CORNUS OFFICINALIS/LYCIUM CHINENSE/MORUS BOMBYCIS/RICE/SCHISANDRA CHINENSIS/ZIZYPHUS JUJUBA) FRUIT/(CAMELLIA SINENSIS/DIOSPYROS KAKI/GINKGO BILOBA/PERILLA FRUTESCENS) LEAF/CITRUS UNSHIU PEEL/(CODONOPSIS LANCEOLATA/CYNANCHUM WILFORDII/PANAX GINSENG/PLATYCODON GRANDIFLORUM/PLEUROPTERUS MULTIFLORUS/POLYGONATUM ODORATUM) ROOT/GLYCINE MAX SEED/(ELEUTHEROCOCCUS SENTICOSUS/LICORICE) STEM/(ARTEMISIA ANNUA/HOUTTUYNIA CORDATA) STEM/LEAF/CIRSIUM JAPONICUM/DANDELION/LAMINARIA DIGITATA/TARAXACUM PLATYCARPUM WATER,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
50,(CRYPTOMERIA JAPONICA/CHAMAECYPARIS OBTUSA) STEM FERMENT EXTRACT,(CRYPTOMERIA JAPONICA/CHAMAECYPARIS OBTUSA) STEM FERMENT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
51,(CURCUMA LONGA/GLYCYRRHIZA URALENSIS) ROOT EXTRACT,(CURCUMA LONGA/GLYCYRRHIZA URALENSIS) ROOT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
52,(CYMBOPOGON CITRATUS LEAF/STEM)/(VETIVERIA ZIZANIOIDES LEAF/ROOT) WATER,(CYMBOPOGON CITRATUS LEAF/STEM)/(VETIVERIA ZIZANIOIDES LEAF/ROOT) WATER,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
53,(DELPHINIUM CONSOLIDA/LONICERA CAPRIFOLIUM/CALENDULA OFFICINALIS/CENTAUREA CYANUS) FLOWER EXTRACT,(DELPHINIUM CONSOLIDA/LONICERA CAPRIFOLIUM/CALENDULA OFFICINALIS/CENTAUREA CYANUS) FLOWER EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
54,(ECLIPTA PROSTRATA/HOUTTUYNIA CORDATA) LEAF EXTRACT,(ECLIPTA PROSTRATA/HOUTTUYNIA CORDATA) LEAF EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
55,(ERIOBOTRYA JAPONICA/MYRICA RUBRA) SEED EXTRACT,(ERIOBOTRYA JAPONICA/MYRICA RUBRA) SEED EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
56,(EUTERPE OLERACEA/EUTERPE PRECATORIA) FRUIT EXTRACT,(EUTERPE OLERACEA/EUTERPE PRECATORIA) FRUIT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
57,(EUTERPE OLERACEA/EUTERPE PRECATORIA/THEOBROMA GRANDIFLORUM) FRUIT EXTRACT,(EUTERPE OLERACEA/EUTERPE PRECATORIA/THEOBROMA GRANDIFLORUM) FRUIT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
58,(GELIDIUM ELEGANS/LINGULATUM/REX/SESQUIPEDALE)/(GRACILARIA CHILENSIS/VERMICULOPHYLLA)/PTEROCLADIELLA TENUIS OLIGOSACCHARIDES,(GELIDIUM ELEGANS/LINGULATUM/REX/SESQUIPEDALE)/(GRACILARIA CHILENSIS/VERMICULOPHYLLA)/PTEROCLADIELLA TENUIS OLIGOSACCHARIDES,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
59,(GERANIUM NEPALENSE/PICRASMA QUASSIOIDES/QUERCUS MONGOLICA/TILIA AMURENSIS) LEAF/STEM EXTRACT,(GERANIUM NEPALENSE/PICRASMA QUASSIOIDES/QUERCUS MONGOLICA/TILIA AMURENSIS) LEAF/STEM EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
60,(GLYCYRRHIZA URALENSIS/HEDYCHIUM SPICATUM/SCUTELLARIA BAICALENSIS) ROOT EXTRACT,(GLYCYRRHIZA URALENSIS/HEDYCHIUM SPICATUM/SCUTELLARIA BAICALENSIS) ROOT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
61,(GOSSYPIUM HERBACEUM CALLUS CULTURE/PUNICA GRANATUM CALLUS CULTURE) LYSATE,(GOSSYPIUM HERBACEUM CALLUS CULTURE/PUNICA GRANATUM CALLUS CULTURE) LYSATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
62,(GRIFOLA FRONDOSA/INONOTUS OBLIQUUS/SCHIZOPHYLLUM COMMUNE/TRICHOLOMA MATSUTAKE) MYCELIUM/LETHARIELLA CLADONIOIDES FERMENT EXTRACT FILTRATE,(GRIFOLA FRONDOSA/INONOTUS OBLIQUUS/SCHIZOPHYLLUM COMMUNE/TRICHOLOMA MATSUTAKE) MYCELIUM/LETHARIELLA CLADONIOIDES FERMENT EXTRACT FILTRATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
63,(GRIFOLA FRONDOSAINONOTUS OBLIQUUSSCHIZOPHYLLUM COMMUNETRICHOLOMA MATSUTAKE) MYCELIUMLETHARIELLA CLADONIOIDES FERMENT EXTRACT FILTRATE,(GRIFOLA FRONDOSAINONOTUS OBLIQUUSSCHIZOPHYLLUM COMMUNETRICHOLOMA MATSUTAKE) MYCELIUMLETHARIELLA CLADONIOIDES FERMENT EXTRACT FILTRATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
64,(HONEY + ZYMOMONAS FERMENT) EXTRACT,(HONEY + ZYMOMONAS FERMENT) EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
65,(HORSE HEART/TREHALOSE/ORYZA SATIVA BRAN/SODIUM SILICATE) EXTRACT,(HORSE HEART/TREHALOSE/ORYZA SATIVA BRAN/SODIUM SILICATE) EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
66,(HYLOCEREUS UNDATUS/ACTINIDIA CHINENSIS) PEEL EXTRACT,(HYLOCEREUS UNDATUS/ACTINIDIA CHINENSIS) PEEL EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
67,(LACTOBACILLUS/MILLET SEED FLOUR FERMENT & PANICUM MILIACEUM SEED EXTRACT) FILTRATE,(LACTOBACILLUS/MILLET SEED FLOUR FERMENT & PANICUM MILIACEUM SEED EXTRACT) FILTRATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
68,(LACTOBACILLUS/POLYSORBATE 80 FERMENT + LEUCONOSTOC/POLYSORBATE 80 FERMENT) LYSATE FILTRATE,(LACTOBACILLUS/POLYSORBATE 80 FERMENT + LEUCONOSTOC/POLYSORBATE 80 FERMENT) LYSATE FILTRATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
69,(LAVANDULA ANGUSTIFOLIA/MELISSA OFFICINALIS/HYPERICUM PERFORATUM) FLOWER/(CAMELLIA SINENSIS LEAF/(GLYCYRRHIZA GLABRA/ACANTHOPANAX SENTICOSUS) ROOT/SARRACENIA COBRA NEST LEAF/FLOWER/STALK EXTRACT,(LAVANDULA ANGUSTIFOLIA/MELISSA OFFICINALIS/HYPERICUM PERFORATUM) FLOWER/(CAMELLIA SINENSIS LEAF/(GLYCYRRHIZA GLABRA/ACANTHOPANAX SENTICOSUS) ROOT/SARRACENIA COBRA NEST LEAF/FLOWER/STALK EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
70,(LEPIDIUM MEYENII/SARCODON ASPRATUS) ROOT WATER,(LEPIDIUM MEYENII/SARCODON ASPRATUS) ROOT WATER,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
71,(LESPEDEZA BICOLOR/PHELLODENDRON AMURENSE BARK)/MENTHA ARVENSIS LEAF/(ANEMARRHENA ASPHODELOIDES/SCUTELLARIA BAICALENSIS ROOT) EXTRACT,(LESPEDEZA BICOLOR/PHELLODENDRON AMURENSE BARK)/MENTHA ARVENSIS LEAF/(ANEMARRHENA ASPHODELOIDES/SCUTELLARIA BAICALENSIS ROOT) EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
72,(LICORICE/REYNOUTRIA JAPONICA) ROOT/STEM EXTRACT,(LICORICE/REYNOUTRIA JAPONICA) ROOT/STEM EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
73,(LINDERA STRYCHNIFOLIA/PAEONIA ALBIFLORA) ROOT/COMMIPHORA MYRRHA RESIN/SWERTIA JAPONICA/UNCARIA GAMBIR EXTRACT,(LINDERA STRYCHNIFOLIA/PAEONIA ALBIFLORA) ROOT/COMMIPHORA MYRRHA RESIN/SWERTIA JAPONICA/UNCARIA GAMBIR EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
74,(LIQUIDAMBAR FORMOSANA/TRIBULUS TERRESTRIS) FRUIT/PAEONIA LACTIFLORA ROOT EXTRACT,(LIQUIDAMBAR FORMOSANA/TRIBULUS TERRESTRIS) FRUIT/PAEONIA LACTIFLORA ROOT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
75,(LIQUIDAMBAR STYRACIFLUA/TRIBULUS TERRESTRIS) FRUIT/PAEONIA LACTIFLORA ROOT EXTRACT,(LIQUIDAMBAR STYRACIFLUA/TRIBULUS TERRESTRIS) FRUIT/PAEONIA LACTIFLORA ROOT EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
76,(LONICERA JAPONICA/ROSA RUGOSA FLOWER/LEAF)/ARTEMISIA PRINCEPS LEAF/STEM EXTRACT,(LONICERA JAPONICA/ROSA RUGOSA FLOWER/LEAF)/ARTEMISIA PRINCEPS LEAF/STEM EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
77,(MAGNOLIA OFFICINALIS/PHELLODENDRON AMURENSE) BARK/CAMELLIA JAPONICA LEAF/ZINGIBER OFFICINALE ROOT/CITRUS PARADISI SEED WATER,(MAGNOLIA OFFICINALIS/PHELLODENDRON AMURENSE) BARK/CAMELLIA JAPONICA LEAF/ZINGIBER OFFICINALE ROOT/CITRUS PARADISI SEED WATER,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
78,(MORUS ALBA FRUIT/SUCROSE FERMENT FILTRATE) POLYGONUM MULTIFLORUM ROOT EXTRACT FERMENT FILTRATE,(MORUS ALBA FRUIT/SUCROSE FERMENT FILTRATE) POLYGONUM MULTIFLORUM ROOT EXTRACT FERMENT FILTRATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
